variable,value,pop,logged_iso2,mean_w,se_w,count,question_n,question_text
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,DK,.073827751,.025052754,14,163,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,DK,.92617232,.025052745,149,163,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,DO,.14784978,.054707903,9,85,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,DO,.85215026,.054707896,76,85,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,DZ,,,,,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,DZ,1,0,16,16,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,EC,.16836667,.051504441,14,91,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,EC,.83163333,.051504441,77,91,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,EG,.11030484,.069766402,4,29,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,EG,.88969511,.069766417,25,29,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,ES,.09673655,.02965284,21,214,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,ES,.90326345,.02965284,193,214,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,ET,.27629113,.053026486,29,99,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,ET,.72370887,.053026486,70,99,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,FI,.15018512,.028541083,37,258,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,FI,.84981483,.028541086,221,258,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,FR,.11480579,.025563497,29,240,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,FR,.88519424,.025563493,211,240,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,GB,.13056988,.025786191,35,284,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,GB,.86943012,.025786191,249,284,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,GH,.13783045,.032706644,24,167,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,GH,.8621695,.032706648,143,167,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,GN,.031381723,.015745254,5,148,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,GN,.96861821,.015745269,143,148,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,GR,.13079315,.026876673,22,204,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,GR,.86920679,.026876679,182,204,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,GT,.056114774,.029316682,7,89,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,GT,.94388521,.029316686,82,89,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,HK,.12483896,.065211028,15,105,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,HK,.87516105,.06521102,90,105,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,HN,.17965148,.042940345,20,107,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,HN,.82034856,.042940341,87,107,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,HR,.15267716,.036160711,21,132,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,HR,.84732282,.036160715,111,132,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,HU,.15301749,.0272757,33,228,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,HU,.84698254,.027275698,195,228,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,ID,.037574053,.01694008,12,248,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,ID,.96242595,.01694008,236,248,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,IE,.23066786,.048074581,28,159,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,IE,.76933217,.048074577,131,159,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,IL,.085647225,.026127066,13,205,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,IL,.91435283,.026127057,192,205,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,IN,.062843494,.029640898,8,112,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,IN,.93715656,.029640887,104,112,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,IQ,,,,,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,IQ,1,0,48,48,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,IT,.051020391,.02485856,9,139,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,IT,.94897956,.024858572,130,139,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,JO,.068837993,.035000093,9,92,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,JO,.931162,.035000093,83,92,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,JP,.06508597,.021176748,28,402,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,JP,.93491399,.021176754,374,402,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,KE,.15068895,.050283175,13,78,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,KE,.84931099,.050283182,65,78,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,KH,.068280682,.051532663,7,85,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,KH,.9317193,.051532671,78,85,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,KR,.17147939,.062300641,22,198,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,KR,.8285206,.062300645,176,198,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,KW,.078633532,.044453345,8,70,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,KW,.92136645,.044453349,62,70,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,LA,.022823807,.017430993,3,96,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,LA,.97717613,.017431017,93,96,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,LB,.044833917,.027859518,8,118,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,LB,.95516604,.027859531,110,118,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,LK,.18315458,.047020227,30,121,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,LK,.81684542,.047020227,91,121,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,LT,.26222345,.054918487,18,93,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,LT,.73777652,.05491849,75,93,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,LY,.021285361,.01979682,2,71,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,LY,.9787147,.019796791,69,71,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,MA,.04557858,.052448463,1,21,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,MA,.95442152,.052448407,20,21,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,MK,.092107601,.032240607,7,124,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,MK,.90789235,.032240614,117,124,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,ML,.075678088,.022113347,16,198,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,ML,.92432189,.022113349,182,198,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,MM,.19893181,.068339139,7,64,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,MM,.80106819,.068339139,57,64,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,MW,.1363994,.038402393,17,124,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,MW,.86360055,.038402397,107,124,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,MX,.10531677,.035330899,14,114,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,MX,.89468318,.035330907,100,114,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,MY,.1443482,.033611957,38,224,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,MY,.8556518,.033611957,186,224,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,MZ,.097957008,.036661148,11,103,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,MZ,.90204304,.036661141,92,103,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,NG,.072665438,.030524638,10,116,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,NG,.92733455,.030524639,106,116,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,NI,.15791492,.037352551,19,123,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,NI,.84208512,.037352547,104,123,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,NL,.11546621,.025431527,29,270,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,NL,.88453382,.025431523,241,270,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,NO,.18088378,.037635289,25,158,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,NO,.81911618,.037635289,133,158,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,NP,.095787928,.057029251,4,35,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,NP,.90421206,.057029255,31,35,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Checked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,NZ,.19436835,.031320896,53,232,What are the most important challenges your business currently faces? (Please select up to two)
bus_chl_government_regulations,"Unchecked: Government regulations (e.g., compliance, technical regulation, patents, reporting)",smb business leaders,NZ,.8056317,.031320896,179,232,What are the most important challenges your business currently faces? (Please select up to two)
